"score",Text,Sentiment
-4,"rt ini teori saya kenapa pocong itu jadi hantu yang paling takut orang layu berbeza dengan hantu lain yang tak pe","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
3," jangan takut ada pocong","positive"
0,"kakak jadi pocong dong ","neutral"
0," guling entar ubah jadi pocong ","neutral"
-1,"rt dari zaman baru lahir sampai pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ","negative"
0," kenapa ada pocong","neutral"
-1,"lemang pocong pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ","negative"
3,"imagine bantal peluk korang tukar jadi pocong","positive"
0," kapan kapan kolab yuk kang mas ludah pocong","neutral"
2," selebtwit kata lagi foto bareng capsnya ngebandingin mereka sama pocong haha","positive"
-4,"rt definisi teman bangsat wkwkwkwkk teman nya jadi pocong datang polisi yang lain pada kabur terus yang jadi pocong mal","negative"
-4,"definisi teman bangsat wkwkwkwkk teman nya jadi pocong datang polisi yang lain pada kabur terus yang jadi pocong ","negative"
-4," ini maksud apa ya cong twitternya arief muhammad knapa pocong enggak nya tiga ","negative"
0,"ya kaget dong masa di dapur ada pocong sama tepung cap segitiga dajjal biru jadi pocong ","neutral"
0,"ada ada saja bocah ngeprank jadi pocong","neutral"
0," sojong baca pocong ","neutral"
0," pocong keliling ituloh","neutral"
-7," kok bisa jadi pocong astaga","negative"
0," enggak nemu twitnya pas cari malah dapat begini pocong gegeh jadi pocong ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
3," tak apa yang penting adek pocong","positive"
0,"mau bikin klarifikasi ahjadi ya fellas mumun itu arti hantu jadi ada buah film yang hantu sebut mumun ","neutral"
0," tau anjir dari pocong keliling ke tinkerbell ya allah kakak banget","neutral"
0," lo mau endorse pocong min ","neutral"
-2," kok pocong","negative"
0,"rt mending lihat kuntilanak apa pocong gunderuwo kalian tiga nya muncul ada depan daripada lihat cewek pakai hijab pakai kacama","neutral"
-2," pocong memang cuma dia saja di platform ini liff cmon ","negative"
-3," masak pocong takut sama sambosa segitiga","negative"
0,"lagi mikir pocong makan apa ","neutral"
4," enggak berani tonton yang dua sih satu saja sudah begitu jir ingat banget yang pocong geret lihat cewek pakai hijab pakai kacama","positive"
0,"kakak farel stop bikin thread aneka ragam pocong","neutral"
0," yang jadi pocong eh enggak tau deng","neutral"
0," pocong saja hapenya ipon eks","neutral"
0," pocong","neutral"
0," masa gatauayah pergi ibu pergi aku sendiri ada tali kugantung diri tali putus gigit tikus tikus ","neutral"
-4,"gambar loh loh badan jin mulai jadi kotak cara gambar ini bentuk jin mana ya tolong ","negative"
0," ya kenapa bisa pocong tinker l kayak ","neutral"
0,"coba tiru guyon ala pocong komplot cowok garing jerome jomblo elite rodo ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"mama pocong serrr brrrr ","neutral"
-1,"rt alas bagas tidur sini semalem ngantuk sudah malam dingin dengar cerita aku sama hajir tentang genderuwo","negative"
-1," ya aku belum folo pocong sep gantuk sudah malam dingin dengar cerita aku sama hajir tentang genderuwo","negative"
-1," pocong sandung dong sih jingga malah nebk tinkerbell dingin dengar cerita aku sama hajir tentang genderuwo","negative"
-3," gebetan kirim video yang ada boneka aku mau kasih kamu boneka ini dari pocong hilang sampai sih pocong kemba ","negative"
0," pocong komplot cowok garing jerome jomblo elite rodo enas ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," terus ini pocong kalo ngevidioinnya bagaimana ya ","neutral"
0,"kenapa pada jadi pocong sih ","neutral"
0," kayak pocong gen wkwkwk","neutral"
0," btw itu aladin bang bukan pocong","neutral"
0," itu aladin bukan pocong din","neutral"
0," astagfirullah kamu pocong keliling apa tinker l ","neutral"
0," tapi memang bentuk kayak pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-3," gua bingung sama lu lihat pocong lu sange ya","negative"
0," pocong ini beda","neutral"
0," tadi siapa yang bilang pocong kesandungotan cowok garing jerome jomblo elite rodo enas ","neutral"
1,"lalu uri tinky buat jadi mirip pocong huhu ini karya ","positive"
4,"rt alhamdulillah pocong lucu ku rodo enas ","positive"
0," goblok jadi pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," yang direp yang lorenzo dong jangan jefri sih pocong jahat hhe ","negative"
-3,"plis cara hilang mata pocong gimanasiku rodo enas ","negative"
0," pol ","neutral"
0," teman aku pocong dong ","neutral"
0," enggak smsan sama pocong","neutral"
-1," bayang dong pocong kalau lagi gatel bkl gesek ini badan kayak ulat bulu v","negative"
-9," lagi pusing cong pikir hidup kok begini saja ya kalo bang pocong ini masih hidup kan ya ","negative"
0,"rt tolong itu jin jadi pocong wkwkwkwkwk","neutral"
2,"rt ira pocong sandung sumpah ","positive"
0," baru tau gue pocong suara begitu","neutral"
4,"alhamdulillah pocong lucu ku pol ","positive"
0,"tolong itu jin jadi pocong wkwkwkwkwk","neutral"
3," lagi cari kerja di bagi adminstrasi ini sudah enggak betah di kantor sekarang pocong please di your magic ","positive"
0,"wkwkwkwkkw benar anjir tapi pocong kan setan setan bangsa jin ","neutral"
1," mungkin kamu butuh jadi makhluk seperti pocong biar bisa begitu idjomatrix pol ","positive"
0," kalau yang lu maksu sih pocong gue tonjok ini ","neutral"
3,"mvp banget sumpah yang gambar pocong wkwk ","positive"
0,"pocong itu mah wkwkk kakak brengshake ","neutral"
-1," pocong sandung itu batu wkwkwkwk","negative"
-2,"rt kakak banget sama pocong aduh siapa yang gambarrti pocong biar bisa begitu idjomatrix pol ","negative"
-2,"kakak banget sama pocong aduh siapa yang gambar gambarrti pocong biar bisa begitu idjomatrix pol ","negative"
0,"rt masa dari pocong ke tinker l anjir ini kocak banget deh wkwkwkwkkwkwk ","neutral"
0,"masa dari pocong ke tinker l anjir ini kocak banget deh wkwkwkwkkwkwk ","neutral"
0," robot dan pocong ","neutral"
4,"kamu pocong yang suka ngeprank ","positive"
4," lihat yang akhir benar pocong kwkwkwkw","positive"
2,"ira pocong sandung sumpah ","positive"
2,"rt ini lebih mirip pocong bisa begitu idjomatrix pol ","positive"
0," wkwkwkwkwkwk jadi pocong","neutral"
0,"siapa yang gambar pocong wkwwkwk","neutral"
0,"watched pocong the origin tadi bakal ada yang dua ya gais ","neutral"
0,"pocong ","neutral"
2," ini lebih mirip pocong bisa begitu idjomatrix pol ","positive"
0,"kayak pocong atauga casper wkwkkwkwkwkwwwkkw ","neutral"
0,"kakak itu pocong yang gambar akhir wkwmwkwkkwkw ","neutral"
0,"teman gua habis lihat pocong untung gua di kasih unjuk enggak peka jadi gua galiat ","neutral"
0,"ngapa pocong woy ","neutral"
0,"kenapa jin jadi pocong ","neutral"
4,"benar jadi pocong wakakakkakakakaka ","positive"
0,"monangis gambar belum kayak pocong ","neutral"
-2,"lama kayak pocong ","negative"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
0,"cuci mata banget buka twitter walopun ada pocong kliweran ","neutral"
0,"lagi heran ini pocong gentayang lagi ","neutral"
-3," lagi tunggu kapan nih pocong hilang dari twitter","negative"
-3,"pas gambar gue nanti keluar jadi tali pocong perawan ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"masuk dan tonton live pocong p ramal di bigolive ","neutral"
0," itu selebtwit jam dahulu kala wkkwkwkwkwkkw yang tulis buku pocong bukan pocongtapi kita kan ocong cowok l vmjdo e","neutral"
0,"wkwk yakali kreatip banget ngeprank jadi pocong tapi pakai spanduk ","neutral"
0," rase pocong aku dibuatnye","neutral"
5,"rt pocong sambut sukacita anak presiden dibullly stan mbak e nya tiga warga indonesia","positive"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0," pocong gue takutin lu entar loh ","neutral"
-3,"rt omg pocong kembali ku kira sudah fix jadi anak instagram pocong bukan pocongtapi kita kan ocong cowok l vmjdo e","negative"
0," kakak banget kak wkwk yang pocong giling apalagi nstagram pocong bukan pocongtapi kita kan ocong cowok l vmjdo e","neutral"
0," lagi lihat pocong kak yang pocong giling apalagi nstagram pocong bukan pocongtapi kita kan ocong cowok l vmjdo e","neutral"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
4," malaikat munkar nakir marobukaa army pocong hyunsuk eh junkyu eh mashiho eh yedam ehhhh jeder ","positive"
0," satu mansion misi mulai dari besok malam saat huni sedang hura hura kita harus jadi pocong yang bersahaj ","neutral"
0," pocong tgv cinemas ini setiawangsa wilayah sekutu kuala lumpur ","neutral"
-1,"nyanyi malam iniada pocong di pohon pisangpisangnya kuning pocong putihaku tahu maksud diri mudiam diam l ","negative"
0," jangan pocong","neutral"
0," aku doain kamu jadi pocong ini ","neutral"
13," karena pocong watugajah nyata benar jadi tidak ada cara lain selain iman untuk jadi berani wkwkwk","positive"
0," eh ada begitu kak pocong nama yuyuun ","neutral"
0," terus digangguin pocong","neutral"
0," iya dia pocong borjuis di alam baka","neutral"
0," kayak apa begitu ya se eh ada begitu kak pocong nama yuyuun ","neutral"
0," ya juga ini pocong kan wang nya banyaaa ya hihihi uun ","neutral"
-1,"memang ya anak kecil yang paling peka lihat begitu habis lihat pocong terus dia bilang di rumah itu pocong nya pind ","negative"
-5,"rt tahi bilang saja saksi palsu mending kalian bawa pocong kalian untuk saksi ","negative"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
0," pocong mu wkwkwk","neutral"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
0," pocong kalo balas mention para peri begini nih ","neutral"
0," pacar pocong","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
5,"lihat pocong ada di amrik jang wonyoung kamu cantik wadaw slebew","positive"
5," iya loui benar banget mau ikut cosplay jadi pocong enggak ","positive"
-7," mana pocong bang gue takut","negative"
-1," follow back lah dasar pocong tak kenang budi","negative"
0,"poconggg balik main twitter saja diomongin bilang lalu lebih reaksi netizen padahal kalo buat ukur foll ","neutral"
4,"soal mai kubur aka ktm pocong jadi suka lompat ","positive"
0," biar couple sama pocong ","neutral"
0,"di bogor mah kalo ada bi jam ramenya kloter kak nya tengah malrm pocong kunti genderewo tuyul limusakeret kul ","neutral"
-3,"ketika twit rame sama sih pocong yang kembali alam twitter ku coba search akun vincent tapi enggak nemu enggak cuma aku ","negative"
-5," astaga ira pocong ","negative"
0,"pocong pun boleh istighfar kalian bila lagi ","neutral"
0," ira jadi pocong ","neutral"
0," tgkla pocong hehehe","neutral"
0,"pocong pocong apa yang disenengin sobat misqueen pocong harga iya iya iya ","neutral"
1,"jangan rt atau like foto pocong pocong dong enggak suka gue takut ","positive"
0," tuyul kalo sudah gede ke remaja jadi pocong","neutral"
0," akun pocong","neutral"
-2," ya allah hensem rupa pocong ini setelah teliti oba search akun vincent tapi enggak nemu enggak cuma aku ","negative"
0," lagi lihat pocong loncat loncat","neutral"
0," aku pocong","neutral"
-4,"apabila pocong baru ingat dosa ","negative"
0,"rt uniqlo kali kaws kaos diludahin pocong makanya pada rela antri","neutral"
-2," masa pocong nya longo e teliti oba search akun vincent tapi enggak nemu enggak cuma aku ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," pocong saja twitter for iphonegue kapan teliti oba search akun vincent tapi enggak nemu enggak cuma aku ","negative"
-2,"bazir duit tengok pocong tapi lagu ost dia dap teliti oba search akun vincent tapi enggak nemu enggak cuma aku ","negative"
0,"sinetron suzana mulu yang tayang kali kali sinteron jadi pocong begitu yang pocong mumun dan pocong jefry","neutral"
0,"kalo kejar pocong team lari zigzag atau team baca doa ","neutral"
4," mantap ramal sih pocong ","positive"
0,"ibu boleh cerita ada anak kawan dia tampak pocong kat bangun parking hkl adoi kaknab deh lah kalau training bal ","neutral"
3," enggak penting bagi pocong tapi penting bagi kunti ","positive"
0,"pocong mau bagi iphone v ","neutral"
0," pocong ","neutral"
0," kata pocong kamu gapenting ","neutral"
-4,"rt tidak pernah memfollow pocong karena tidak ingin ikut setan","negative"
0," kepala ada pocong mini","neutral"
0," pikir pocong ambil hp bagaimana","neutral"
0,"bilang pocong hadeh ","neutral"
0,"gara gara pocong balik ke twt teman rl pada balik ke twt juga ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
4,"itu sih pocong benar benar di akherat pakai segala muncul ke muka bumi","positive"
0,"rt taman endog di sumedang plontos tanpa rambut cam itu ki sanak pocong larang komentar ","neutral"
-2,"asa gue enggak follow pocong tapi kok tadi ecek gue ngefollow ya","negative"
0," enggak mau pocong tepos","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong ini laki ke perempuan","neutral"
0," memang pocong tau iluminati ","neutral"
0,"rt awkarin dan pocong sudah mulai kenal mbak siskaeee","neutral"
5," ini spa lagi pocong cantik ya allah","positive"
0," ih kalo pocong benar boro foto yang ada aku kabur pocong larang komentar ","neutral"
3,"rt kalau ada pocong yang ngintipin kamu dari jendela jangan takut ya dia memang sengaja aku suruh buat jaga kamu tidur ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," sini baku hantam kamu pocong kalo pocong benar boro foto yang ada aku kabur pocong larang komentar ","neutral"
0," kamu pasti pocong muslim ya enggak mau jadi iluminati","neutral"
9,"cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ","positive"
0,"thanks om hau atas ilmu tahu ghoib nya ku jadi tau pocong dan kuntilanak ada varian warna","neutral"
-4,"lu kira google bisa jawab siapa milik akun twitter pocong g tiga enggak anjing makanya orang nanyanya ada ","negative"
-4," tanya basi nih mas pocong","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
4," memang pocong ini benar sape sih ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
4,"rt apakah pocong yang belakang jadi topik populer di twitter adalah gang pocong di kalimongso ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," weh cikti pun ajak aku tengok pocong hahahaha","neutral"
4," jangan bikin hani sewot mas pocong cepat minta maav atau nanti","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," ya enggak apa-apa di taksir pocong ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"tonton tranding vid yang prank pocong malah ciduk polisi ngalak banget bacain komennya makin kakak","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," lagi tapa biar bisa nangkep pocong","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
-6,"turun tangga sambil pakai mukenah terus tiba bunda teriak lah ya aku juga ikut terus bunda bilang bikin ke ","negative"
-4,"sih mbak inituh pakai baju merah nyala kayak mata pocong mumun terus dia pakai kupluk dengan warna nada duh gemas deh","negative"
-4," pocong ju sok hahaha","negative"
4," pocong enggak tau gue rame benar hari ini","positive"
0,"ribut pucang pocong selebtwit selebtwat doi mah tambah kayak lah lu ","neutral"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
0,"what hehehhe sih pocong yang bilang loh bukan saya ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
-4," enggak mau malas en nangkep pocong yang p nya ","negative"
-2," kok pocong bisa hidup dan main twitter ","negative"
-4," ya kalo pocong datang lu pada kabur laahh","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4,"pocong mah tetap selebtwit lejend malah selebtwit baru kalah sama dia apelo apelo balik pertama di sama gua masih bayang anak","negative"
-4," cong bikin bisnis ternak pocong yuk","negative"
-7," pocong takut sama segitiga ya efek apa cong ","negative"
0," auto kakak lihat pocong jam dulu banget ah sama dia apelo apelo balik pertama di sama gua masih bayang anak","neutral"
0,"aku search medan lastik asal keluar ritual panggil pocong ini adu aku deh agak fizik ada main bende halus ini ","neutral"
0,"tahu saya pocong itu dulu anak twitter yang hijrah ke ig karena lebih rame kemarin pulkam ke twitter buat sapa follow ","neutral"
0,"pocong siapa sih gue tau saleptuit jadul itu sih vicent yang muka kayak bola basket yang tuit cewek itu si ","neutral"
0,"widih sudah ada langsung berita bang yang aktif lagi di twitter link ","neutral"
-4,"aku punya buku analogi cinta sendiri sama pocong juga pocong astaga time flies sok fast ","negative"
-4,"seram kalo pocong jefri yang balik ","negative"
0," pocong sudah ada centang nya sorry ya","neutral"
-5,"azab pocong nyarimasalah sama polisi ","negative"
0," lah anjir gue bngetkmren kemarin gue baca thread kira kelapa ternyatakepala pocong kelar baca ","neutral"
4," aku mah masih enggak berani dipelototin pocong mumun ","positive"
2," banget ngapa tuh pocong enggak pakai gamis saja biar lucu dikit","positive"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0,"keponakan datang ke rumah minta kertas buat gambar pas lihat hasil gambar pocong mah ","neutral"
9,"cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ","positive"
-2," pocong cuma butir tanah kubur banding dua orang ini jleb","negative"
0," anak baru enggak tahu pocong bang","neutral"
0," jadi tau nih sekarang siapa pocong wkwk","neutral"
4," pocong balik kayak nya sudah lulus dari siksa malaikat","positive"
0," ","neutral"
0,"sudah follow pocong dari twitter doi masih aktif terus kemarin doi ngetweet enggak engah kalo tweet itutuh comebacknya gue ","neutral"
0,"rt yang enggak pilih angka joanne yang pilihin terima saja tiap interaksi harus pakai bahasa enggak contoh hagaigi kegenagalagan","neutral"
5," dear zarry analogi cinta sendiri poconggg juga pocong good ol days ","positive"
1,"rt topik cinta beda agama is sok last year try cinta beda alam kamu manusia dia pocong ","positive"
0,"wahai mutual ku pada masih hidup kan belum jadi pocong ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"anjir lihat pocong jadi pengin sushi","neutral"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," semua pocong sama saja ","neutral"
0," jangan lupa follow pocong ","neutral"
-6,"rt telat cong sudah mati saja manggil ustaz coba pas hidup sih mati aman gakkan jadi pocong alagan","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"bukan pocong kucing ya tementemen tapi masih gerak sampai loncat begitu kucing","neutral"
0,"yang enggak pilih angka joanne yang pilihin terima saja tiap interaksi harus pakai bahasa enggak contoh hagaigi gen ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
4," kamu bikin kakak deh enggak asli bukan pocong dia nya tinggal kan nah kayak masih gerak begitu sampai loncat ","positive"
-3," pocong kayak kamu mes amat jadi enggak sia sia mati nya","negative"
0," pocong adalah netijen mereka netijen aku netijen kita netijen hail hydraaa ","neutral"
0,"rt first time aku jumpa pocong kelate ini enggak contoh hagaigi gen ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-5," bukan hanya jahat jalan yang tim jaguar bisa tangkap bahkan hal hal mistis seperti hantu pocong pocong punya ","negative"
1," kakak iya lah kira pocong terbang suutangkap bahkan hal hal mistis seperti hantu pocong pocong punya ","positive"
-3," itu begimana cerita sudah mati tapi masih loncat loncat pocong kucing kah ","negative"
1," kamu mirip pocong","positive"
1,"first time aku jumpa pocong kelate ini hal hal mistis seperti hantu pocong pocong punya ","positive"
0," ha jadi pocong ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," mentang ada pocong bikin anak sembarang mau iphone ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," kalo pocong lihat ini pasti dia akan kata sudah ambil saja lahan gua di twitter gua sudah kayak enggak butuh lagi jadi selebtwitt ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," kok cakep jadi pocong jangan divuka lagi ya maz","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1,"sama jom tengok wayang a jom jom tengok pocong sama oh takpelah jom pergi tengok perabot nak ","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
-3," ha sih pocong eta banding sama ini untung enggak zarry ya serius ini urat malu mana ya kalo ada tau ","negative"
4," jadi pocong benar tau rasa lu","positive"
-4," wkwkwkwkw kalah sama pocong","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-3,"cemana acc pocong ini boleh verified sia serius ini urat malu mana ya kalo ada tau ","negative"
-2," aku baru baca beberapa reply seleb yang aku tau iya biasa saja eh yang lain yang seleb aku enggak tau pada ","negative"
-4,"rt tidak pernah memfollow pocong karena tidak ingin ikut setan","negative"
4," yaela pocong mulu yang sebut dari kemarin nih mentang mentang kambek enggak kangen bang radit alit sama bena oceh tiap malam ","positive"
-4,"entah apa sejak muncul pocong ke tl ini saya jadi malas buka twitter lagi meski sekarang lagi buka twitter ","negative"
-2," untung enggak dia rekam guys pocong guys ku tau iya biasa saja eh yang lain yang seleb aku enggak tau pada ","negative"
0," kakak kan kira pocong bege","neutral"
0," selebtwit apa enggak ada yang gua kenal masih tau pocong gua ngahahah","neutral"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
0," pojok stasiun tugu yogya banyak artis pocong dadak dan kalau mau photo bareng asih dui ","neutral"
4," fenomena pocong n awkarin balik ke twitter dahsyat itu kah sampai bisa bawa orang balik ke twitter lagi ","positive"
0,"dari dulu enggak kenal akun pocong kenal anonim n da dan kalau mau photo bareng asih dui ","neutral"
-4," pocong mumun keleus sok sok white walkers","negative"
-2,"pagi setelah subuh bu rt lewat situ dan kaget treak sampai rumah kemudian cek sama apa rt tawan deh cuma p ","negative"
0,"dulu pas bulan ramadhan malam bukan teraweh gue malah asih ide ke teman buat iseng buat pocong dari peleph tapi ","neutral"
0,"aku lebih pilih ketemu pocong kuntilanak atau sundel bolong daripada harus ketemu sama sodara tetangga atau orang a ","neutral"
4," ha gakenal salebtwt gue malah cari pocong benar tampak pocong maksud","positive"
0,"ini baru selebtwit pocong who ","neutral"
0," kayak pocong","neutral"
-8," pernah foto sama pocong tapi kok dia enggak lompat lompat begitu sih kenapa tuh cong teman lu ","negative"
0," omonaaaa enggak lah anjer aku bukan kaesang atau pocongus ketemu sama sodara tetangga atau orang a ","neutral"
1,"okay cerita pocong ada kelakar and sedihhhh esang atau pocongus ketemu sama sodara tetangga atau orang a ","positive"
0," maaf tapi gue lebih kenal pocong daripada yang di foto","neutral"
-4,"setelah pocong comeback muncul setan setan receh memang sudah enggak ada harga diri setan di indonesia ","negative"
0," pocong ternak mobil atau ternak keranda ","neutral"
0," kapan nih kolab netflix buat film tentang pocong masa di netflix deh release jinn a ","neutral"
0," ada apa di video ini pocong ","neutral"
0,"sebel banget army bomb nya kayak pocong","neutral"
0," pocong kalo ngupil bagaimana ya ","neutral"
0," hantu itu jin yang menyerupai suatu misal kuntilanak genderuwo pocong kalau arwah itu kayak manusia ya ","neutral"
0," lagi komen tweet nya pocong","neutral"
3,"tumben banyak notif ada twit besar sekal pengaruh pocong di dunia pertwiteran negara berflowerz kayak manusia ya ","positive"
0," sorry gua kalo malam jadi pocong","neutral"
0," hyung pocong katax kombek ya","neutral"
0," dear pocong dari tweet atas sae au ","neutral"
-2,"rt untung cuma pocong yang kambek suzanna belum bangkit dari dalam kubur kan ","negative"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
0," gara foto habis bukber kayak misal bayujo lulu ristyrianda begitu di sebar terus capt nya begini ini selebtwe ","neutral"
-3," doi enggak tau saja pocong sampai buat segment di acara the hits yang nama kepo alias ketemu pocong dar ","negative"
-4," itu yang sedang di tanya pocong wae seram apalagi premane pocong etemu pocong dar ","negative"
2,"tak boleh b lah di haha ini pocong ini siapa di dancer ke ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-2," tahun main twitter satu foto itu enggak ada yang gue kenal tau cuma pocong sama gofar dari dulu kali ","negative"
-4," apakah jiwa iri pocong ","negative"
2," pocong itu sapa sih enggak kenal gue sumpah ","positive"
0,"aku mau nge tweet tapi enggak mau etik mau omong saja biar kayak pocong","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong itu tengok teaser dulu pon alahai macam xsedappp ponn","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1," oh gitubtw mutualan yuk wahai istri pocong","negative"
0," pocong sudah ada dari jam gue sd monyet gilaluya wkwk","neutral"
-4," oooohh vid yang hantu pocong itu ke r jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1,"tidur siang mimpi kejar pocong bangun bangun nyata gerah enggak pakai kipas atau ac nightmare a di sama gua masih bayang anak","negative"
0," scroll twitter ada rame rame apa nih nih baru selebtwit pocong who ada satu orang yang ikut komentar sambil ","neutral"
0,"for your fyi buat kalian anak twitter dulu ada miduns dan androkristian yang sudah jadi selebtwit dari saja ","neutral"
-4," mana pocong anak ketangkep ini ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," kata pada senior di twitter tapi pocong saja enggak tau hahaha","neutral"
0," jadi arief iru pocong ","neutral"
0," pertama kali bikin twitter follownya pocong sama radityadika ini kagak kenal semua saya bagaimana dong ","neutral"
-2," memang tuh pocong sebal banget wkkwkw","negative"
0," ajak ping biar enggak ribut mulu sama pocong","neutral"
-1," paling kesel begitu kalo ada twett dia komen tapi akun di lock dasar ghaib lebih pocong t ","negative"
